"","mukey","sl_length"
"4695","571784","53.0"
"4696","571785","99.0"
"4697","571786","33.0"
"4698","571787","68.0"
"4699","571788","99.0"
"4700","571789","99.0"
"4701","571790","84.0"
"4702","571791","30.0"
"4703","571792","55.0"
"4704","571793","68.0"
"4705","571794","68.0"
"4706","571795","68.0"
"4707","571796","99.0"
"4708","571797","99.0"
"4709","571798","33.0"
"4710","571799","99.0"
"4711","571800","84.0"
"4712","571801","68.0"
"4713","571802","68.0"
"4714","571804","99.0"
"4715","571805","0.0"
"4716","571806","91.0"
"4717","571807","53.0"
"4718","571808","33.0"
"4719","571809","33.0"
"4720","571810","68.0"
"4721","571811","84.0"
"4722","571812","68.0"
"4723","571813","33.0"
"4724","571814","60.0"
"4725","571815","68.0"
"4726","571816","33.0"
"4727","571817","84.0"
"4728","571818","55.0"
"4729","571819","84.0"
"4730","571820","91.0"
"4731","571821","68.0"
"4732","571822","68.0"
"4733","571823","99.0"
"4734","571824","99.0"
"4735","571825","68.0"
"4736","571826","99.0"
"4737","571827","33.0"
"4738","571828","30.0"
"4739","571829","91.0"
"4740","571830","91.0"
"4741","571831","48.0"
"4742","571832","99.0"
"4743","571833","84.0"
"4744","571834","99.0"
"4745","571835","68.0"
"4746","571836","99.0"
"4747","571837","53.0"
"4748","571838","33.0"
"4749","571839","99.0"
"4750","571840","0.0"
"4751","571841","91.0"
"4752","571842","84.0"
"4753","571843","84.0"
"4754","571844","68.0"
"4755","571845","91.0"
"4756","571846","99.0"
"4757","571847","84.0"
"4758","571848","53.0"
"4759","571849","33.0"
"4760","571850","33.0"
"4761","571851","68.0"
"4762","571852","84.0"
"4763","571853","84.0"
"4764","571854","68.0"
"4765","571855","33.0"
"4766","571856","60.0"
"4767","571857","68.0"
"4768","571858","33.0"
"4769","571859","84.0"
"4770","571860","68.0"
"4771","571861","84.0"
"4772","571862","99.0"
"4773","571863","91.0"
"4774","571864","68.0"
"4775","571865","99.0"
"4776","571866","99.0"
"4777","571867","99.0"
"4778","571868","99.0"
"4779","571869","30.0"
"4780","571870","91.0"
"4781","571871","91.0"
"4782","571872","48.0"
"4783","571873","99.0"
"4784","571874","99.0"
"4785","571875","99.0"
"4786","571876","99.0"
"4787","571877","53.0"
"4788","571878","99.0"
"4789","571879","60.0"
"4790","571880","0.0"
"4791","571881","99.0"
"4792","571882","33.0"
"4793","571883","99.0"
"4794","571884","99.0"
"4795","571885","33.0"
"4796","571886","99.0"
"4797","571887","15.0"
"4798","571888","99.0"
"4799","571889","99.0"
"4800","571890","99.0"
"4801","571891","68.0"
"4802","571892","53.0"
"4803","571893","55.0"
"4804","571894","99.0"
"4805","571895","99.0"
"4806","571896","99.0"
"4807","571897","99.0"
"4808","571898","33.0"
"4809","571899","99.0"
"4810","571900","99.0"
"4811","571901","99.0"
"4812","571902","84.0"
"4813","571903","68.0"
"4814","571904","68.0"
"4815","571905","99.0"
"4816","571906","99.0"
"4817","571907","99.0"
"4818","571908","99.0"
"4819","571909","99.0"
"4820","571910","99.0"
"4821","571911","33.0"
"4822","571912","84.0"
"4823","571913","68.0"
"4824","571914","68.0"
"4825","571915","33.0"
"4826","571916","68.0"
"4827","571917","99.0"
"4828","571918","30.0"
"4829","571919","91.0"
"4830","571920","68.0"
"4831","571921","33.0"
"4832","571922","84.0"
"4833","571923","68.0"
"4834","571924","84.0"
"4835","571925","68.0"
"4836","571926","0.0"
"4837","571927","99.0"
"4838","571928","99.0"
"4839","601434","0.0"
"4840","601435","33.0"
"4841","601436","84.0"
"4842","601437","33.0"
"4843","601438","61.0"
"4844","601439","99.0"
"4845","601440","84.0"
"4846","622371","0.0"
"4847","622372","33.0"
"4848","622373","84.0"
"4849","622376","46.0"
"4850","622379","37.0"
"4851","622474","40.0"
"4852","622532","84.0"
"4853","622533","33.0"
"4854","622534","84.0"
"4855","622535","68.0"
"4856","622536","33.0"
"4857","622537","45.0"
"4858","622538","84.0"
"4859","622539","99.0"
"4860","622540","46.0"
"4861","622541","84.0"
"4862","622542","84.0"
"4863","622543","84.0"
"4864","622544","84.0"
"4865","622545","91.0"
"4866","622546","55.0"
"4867","623388","84.0"
"4868","623389","64.0"
"4869","623390","0.0"
"4870","623391","33.0"
"4871","623396","84.0"
"4872","623397","84.0"
"4873","623398","99.0"
"4874","623399","84.0"
"4875","623400","68.0"
"4876","623401","84.0"
"4877","623402","99.0"
"4878","623403","99.0"
"4879","623404","99.0"
"4880","623405","61.0"
"4881","623406","55.0"
"4882","623407","55.0"
"4883","623408","53.0"
"4884","623410","91.0"
"4885","623411","68.0"
"4886","623412","61.0"
"4887","623413","55.0"
"4888","623414","84.0"
"4889","623415","53.0"
"4890","623416","33.0"
"4891","623417","84.0"
"4892","623418","55.0"
"4893","623419","68.0"
"4894","623420","33.0"
"4895","623421","99.0"
"4896","623422","99.0"
"4897","623423","84.0"
"4898","623424","99.0"
"4899","623425","84.0"
"4900","623426","99.0"
"4901","623427","99.0"
"4902","623428","30.0"
"4903","623429","53.0"
"4904","623433","84.0"
"4905","623434","68.0"
"4906","623435","53.0"
"4907","623436","68.0"
"4908","623437","46.0"
"4909","623438","68.0"
"4910","623439","53.0"
"4911","623440","99.0"
"4912","623441","30.0"
"4913","623442","30.0"
"4914","623443","91.0"
"4915","623444","84.0"
"4916","623445","84.0"
"4917","623446","68.0"
"4918","623447","99.0"
"4919","623448","99.0"
"4920","623449","68.0"
"4921","623450","84.0"
"4922","623451","68.0"
"4923","623452","33.0"
"4924","623453","33.0"
"4925","623455","33.0"
"4926","623456","68.0"
"4927","623457","38.0"
"4928","623458","68.0"
"4929","623459","99.0"
"4930","623460","84.0"
"4931","623461","60.0"
"4932","623462","60.0"
"4933","623463","84.0"
"4934","623464","84.0"
"4935","623465","99.0"
"4936","623467","0.0"
"4937","623469","53.0"
"4938","623470","84.0"
"4939","623473","61.0"
"4940","623474","49.0"
"4941","623476","99.0"
"4942","623477","99.0"
"4943","623478","99.0"
"4944","623480","54.0"
"4945","623481","84.0"
"4946","623482","68.0"
"4947","623483","68.0"
"4948","623484","84.0"
"4949","623485","99.0"
"4950","623486","91.0"
"4951","623487","60.0"
"4952","623488","0.0"
"4953","623489","0.0"
"4954","623490","0.0"
"4955","623491","99.0"
"4956","623492","0.0"
"4957","623493","33.0"
"4958","623497","64.0"
"4959","623498","64.0"
"4960","623499","0.0"
"4961","623500","18.0"
"4962","624981","84.0"
"4963","625625","64.0"
"4964","625626","0.0"
"4965","625627","64.0"
"4966","625722","53.0"
"4967","625723","0.0"
"4968","630199","99.0"
"4969","630202","0.0"
"4970","630203","0.0"
"4971","630204","0.0"
"4972","636640","61.0"
"4973","636641","15.0"
"4974","636642","91.0"
"4975","636643","55.0"
"4976","636644","46.0"
"4977","636655","61.0"
"4978","636951","30.0"
"4979","636957","30.0"
"4980","640111","0.0"
"4981","640112","0.0"
"4982","640113","53.0"
"4983","643334","33.0"
"4984","643727","0.0"
"4985","643728","53.0"
"4986","643729","53.0"
"4987","643753","53.0"
"4988","643754","0.0"
"4989","643755","64.0"
"4990","643756","99.0"
"4991","648151","55.0"
"4992","648152","84.0"
"4993","648153","49.0"
"4994","648154","61.0"
"4995","648155","49.0"
"4996","648156","46.0"
"4997","648157","84.0"
"4998","648158","91.0"
"4999","648159","91.0"
"5000","648160","91.0"
"5001","648161","49.0"
"5002","648162","30.0"
"5003","648163","30.0"
"5004","648165","91.0"
"5005","648166","54.0"
"5006","648167","30.0"
"5007","648168","68.0"
"5008","648169","68.0"
"5009","648170","61.0"
"5010","648171","15.0"
"5011","648172","99.0"
"5012","648173","99.0"
"5013","648174","84.0"
"5014","648176","99.0"
"5015","648177","84.0"
"5016","648178","30.0"
"5017","648179","33.0"
"5018","648180","33.0"
"5019","648181","30.0"
"5020","648182","30.0"
"5021","648183","30.0"
"5022","648184","53.0"
"5023","648185","61.0"
"5024","648186","30.0"
"5025","648187","55.0"
"5026","648188","55.0"
"5027","648189","33.0"
"5028","648190","30.0"
"5029","648191","99.0"
"5030","648282","30.0"
"5031","648619","30.0"
"5032","653807","84.0"
"5033","653808","68.0"
"5034","653809","84.0"
"5035","653810","99.0"
"5036","653811","91.0"
"5037","653812","55.0"
"5038","653901","61.0"
"5039","680640","84.0"
"5040","680704","37.0"
"5041","692579","0.0"
"5042","692580","33.0"
"5043","697283","33.0"
"5044","697286","0.0"
"5045","697287","33.0"
"5046","697288","0.0"
"5047","697295","0.0"
"5048","697296","99.0"
"5049","697297","99.0"
"5050","697298","99.0"
"5051","697336","33.0"
"5052","697337","33.0"
"5053","697338","40.0"
"5054","697339","33.0"
"5055","697340","68.0"
"5056","697341","84.0"
"5057","697342","68.0"
"5058","697343","55.0"
"5059","697344","99.0"
"5060","697345","81.0"
"5061","697346","99.0"
"5062","697347","33.0"
"5063","697348","68.0"
"5064","697349","68.0"
"5065","697350","84.0"
"5066","697351","37.0"
"5067","697352","68.0"
"5068","697353","30.0"
"5069","697354","64.0"
"5070","697355","99.0"
"5071","697356","53.0"
"5072","697357","0.0"
"5073","697358","84.0"
"5074","697359","99.0"
"5075","697360","84.0"
"5076","697361","53.0"
"5077","697362","99.0"
"5078","697363","99.0"
"5079","697425","0.0"
"5080","697426","64.0"
"5081","697429","99.0"
"5082","697941","0.0"
"5083","697942","84.0"
"5084","697943","30.0"
"5085","729082","64.0"
"5086","752390","99.0"
"5087","752391","53.0"
"5088","752392","0.0"
"5089","752551","0.0"
"5090","752553","0.0"
"5091","752554","33.0"
"5092","752555","99.0"
"5093","752556","99.0"
"5094","752557","99.0"
"5095","752565","0.0"
"5096","752566","0.0"
"5097","752567","33.0"
"5098","752568","0.0"
"5099","752569","0.0"
"5100","752570","33.0"
"5101","752571","53.0"
"5102","752572","0.0"
"5103","752573","53.0"
"5104","752574","0.0"
"5105","753209","33.0"
"5106","753210","33.0"
"5107","753211","38.0"
"5108","753212","33.0"
"5109","753250","84.0"
"5110","754292","33.0"
"5111","754293","55.0"
"5112","755322","30.0"
"5113","755854","99.0"
"5114","773228","30.0"
"5115","775000","68.0"
"5116","792094","30.0"
"5117","792303","91.0"
"5118","793684","64.0"
"5119","803134","64.0"
"5120","803135","0.0"
"5121","803136","84.0"
"5122","803151","107.0"
"5123","808444","0.0"
"5124","808445","53.0"
"5125","808470","61.0"
"5126","808608","99.0"
"5127","817661","0.0"
"5128","817662","0.0"
"5129","817663","0.0"
"5130","817664","0.0"
"5131","849056","33.0"
"5132","893133","33.0"
"5133","893134","64.0"
"5134","893135","0.0"
"5135","893136","0.0"
"5136","893137","0.0"
"5137","894027","68.0"
"5138","975440","30.0"
"5139","975441","30.0"
"5140","975442","61.0"
"5141","975443","30.0"
"5142","975445","84.0"
"5143","975446","49.0"
"5144","975447","53.0"
"5145","975448","84.0"
"5146","975449","30.0"
"5147","975450","30.0"
"5148","975451","84.0"
"5149","975452","91.0"
"5150","975453","55.0"
"5151","975454","91.0"
"5152","975455","55.0"
"5153","975456","61.0"
"5154","975457","91.0"
"5155","975458","54.0"
"5156","975459","42.0"
"5157","975460","33.0"
"5158","975461","30.0"
"5159","975462","30.0"
"5160","975464","30.0"
"5161","975465","37.0"
"5162","975466","61.0"
"5163","975467","55.0"
"5164","975468","15.0"
"5165","975469","53.0"
"5166","975470","99.0"
"5167","975471","99.0"
"5168","975472","84.0"
"5169","975473","91.0"
"5170","975474","30.0"
"5171","975475","99.0"
"5172","975476","84.0"
"5173","975477","68.0"
"5174","975478","84.0"
"5175","975479","61.0"
"5176","975480","37.0"
"5177","975481","61.0"
"5178","975482","15.0"
"5179","975483","55.0"
"5180","975484","30.0"
"5181","975485","99.0"
"5182","975486","84.0"
"5183","975487","68.0"
"5184","975488","30.0"
"5185","975489","30.0"
"5186","975492","30.0"
"5187","975493","61.0"
"5188","975494","33.0"
"5189","975495","91.0"
"5190","975496","46.0"
"5191","975497","68.0"
"5192","975499","55.0"
"5193","975500","68.0"
"5194","975501","55.0"
"5195","975502","99.0"
"5196","975503","91.0"
"5197","975504","55.0"
"5198","975505","84.0"
"5199","975507","55.0"
"5200","975508","46.0"
"5201","975509","99.0"
"5202","975510","30.0"
"5203","975512","43.0"
"5204","975513","0.0"
"5205","975514","0.0"
"5206","975515","61.0"
"5207","975516","84.0"
"5208","975517","99.0"
"5209","975518","84.0"
"5210","975519","55.0"
"5211","975520","61.0"
"5212","975522","64.0"
"5213","992999","30.0"
"5214","993001","91.0"
"5215","996034","84.0"
